plaintext,ciphertext,key,cipher_type
wepypmvvzwzilrwayelw,jrclcziimjmvyejnlryj,None,ROT13
ghxoltdzqemyczgkgwm ,fgiszzkwepfbbpkweylt,zzleo,Autokey
jdumfvhctxnegyokzgql,bzoiyndwpqfaauhcvame,swuwt,Vigenère
keaknthlcawegx zhzxi,flbfzamnrbwlhs qmqsu,berclxhmupfndzvygoiaktwsjq,Substitution
mbaadjtibkgvgstbt ay,mbtbikb atgtaajvsydg,5,Rail Fence
lmqvqzrzgymbomufqfmr,onjejaiatbnylnfujuni,None,Atbash
ajybcmbtlugroclaalqw,zqbyxnygoftilxozzojd,None,Atbash
iqvolgsns fjspdxdzxv,ilssdqogn jpxzvvsfdx,3,Rail Fence
ezmpfnhakfbx wcyhwsr,jeruksmfpkgc bhdmbxw,5,Caesar
wdbyrqbeyvwvxzigjrtr,wyjdevgrbbwityqvzrrx,5,Rail Fence
myyabt cpnijxexqlijt,iuuwxp yljeftatmhefp,22,Caesar
luawsvsxkzbeuysprmmm,bdfzcgmxgrwwrirqvgke,qjfdk,Autokey
xj wnuzbkxxhkle jkfp,xkjjbx k zxefwuhlpnk,5,Rail Fence
qaiyinxbyajhmaoacqwv,wyxgatvqgspfbiggafen,gypis,Vigenère
pupfsiseebwqrgrjfzdc,rirjwowqqlukdcdhjzxe,"(19, 18)",Affine
rdvcvq tjexxqrwzsxyg,rvjqsdcqtexrzxgv xwy,3,Rail Fence
rdynoryzor yzgvobvnp,tueqkibxbfewyumbzutk,crgdw,Autokey
xwzynwqyevdzimtfbvmv,cdabmdjbvewarnguyene,None,Atbash
y  glevrswkfcskmywpe,ddivacieyhoatkgwdyho,fqvpp,Autokey
a gqojxthuqhhiztkdrt,f oyugntedyeeshtxmat,fbqmvwoesgxzlpujyaitdrcnkh,Substitution
wgcrnrlvgxhpyasepaqs,ygihjhxfgrzvkwauvwoa,"(19, 22)",Affine
tbtqqvwuwlxcbruqlhiy,itppioxnmbsyvnfnnizs,pswzs,Autokey
frdcssqmgnzypkyl jgz,fvbtxxycugnkdjkr pun,omtbafuhqpjrcgedyvxsizwlkn,Substitution
khiphiwqlcipelzyjks ,myhcyhtpgvhcbgsaomq ,lzvfbkxyhomgujicpwqerntdas,Substitution
 lqreliyhiam zmhgdhm, i hllymzdmqehamgrih,4,Rail Fence
ofdhe wsgpkrddvqw to,umnql rgyxshnnavr zu,pdjnlmyqiostbeuxvhgzcarkfw,Substitution
bxi jazqvuksijgkdbjr,ycr qzajefphrqtpwyqi,None,Atbash
nglkczdvcrnnjekzhqmw,rudwsxzvstrrpgwxbmkc,"(7, 4)",Affine
ort ewffixwzkvoqtjre,beg rjssvkjmxibdgwer,None,ROT13
oqjalofphjbb imu jkf,vgwjmvenhwbb lys wae,jbkizefhlwamydvngopcsqturx,Substitution
gwccvrk zldz dcemhba,boorrmc lazu votictm,vsmpw,Vigenère
kdrrzowxdfgrfqmvwtje,pwiialdcwutiujnedgqv,None,Atbash
invcfxxdwxuolbnwnv e,jowdgyyexyvpmcoxow f,1,Caesar
yxtidkx rzanpahqigy ,lkgvqxk emnacnudvtl ,None,ROT13
vfrruzjxzcywhqyvplxv,euiifaqcaxbdsjbekoce,None,Atbash
qidvhtqlghzhd bkpvoo,geifrjyobosxotijwybp,qwfkk,Autokey
tddmdravcdphzmrubvfv,mgglginqrgeoylibcqkq,"(15, 13)",Affine
hsqesrwhuurdwzmubemi,paymazepcczlehucjmuq,"(1, 8)",Affine
dnhwmmfphijuwhdferdp,qaujzzscuvwhjuqsreqc,None,ROT13
aaanyrcp flizwkvdnyf,fffsdwhu kqnebpaisdk,5,Caesar
 ttn pdlydmwivgh nzx, uuc iywjyzdnahk cmg,"(3, 15)",Affine
vompxolszhkszowbtcxq,rugbfuzwtxswtuyhdofi,"(7, 0)",Affine
tr zrbsfkedsgarixqze,vt btduhmgfuictkzsbg,2,Caesar
fwnbihkzzoydmbloznzm,tbcpnvpontmibpqcecnr,ofpof,Vigenère
cydzuojxdehdgopmrmvo,xbwaflqcwvswtlkninel,None,Atbash
pgrldmnbqjwm h  gfxc,cteyqzaodwjz u  tskp,None,ROT13
cdqvzozepkltustdpbsh,qrejncnsdyzhighrdpgv,14,Caesar
bqgxb bjokxpcagbmcr ,bgbboxcgmrqx jkpabc ,2,Rail Fence
oiwhhnmlubjwqwmrwbyq,zhygnylnthuvsvscvdxw,lzczg,Vigenère
jmrokwyag glvjsm wbf,qnilpdbzt toeqhn dyu,None,Atbash
xjibqkbtgdsclgjvflar,hnwjihkbhtcdemmnhwga,keois,Autokey
qqubgrbjvxhlyikcyiey,xbdtoymsnfowhasjjrwg,hljsi,Vigenère
 c vmctbbtd astpmrhb, v iavbuubn tdbxaqwu,tuvnkzowyrelaghxfqdbmicspj,Substitution
pjes vszjeofdilxvlyi,lnxuskbdbrjxcrplaogt,wetcf,Autokey
vqxkdyoyvaodnffjvihz,tovibwmwtymblddhtgfx,24,Caesar
clqpl gpvzmmoigtccuc,pydcy tcimzzbvtgpphp,None,ROT13
hszjbooarpydpxn dele,qvuidxrvqrhgkwp mhgd,jdvzc,Vigenère
rdrzxnimzwn bucdntpb,rzndmwdtrincpzn ubxb,5,Rail Fence
ycofbvj yuibocrjtqwf,yytc ujqojirwfvbcfbo,5,Rail Fence
ldns xypolmuzjeqzfwb,jnvm dwhojcypxgapzkb,"(19, 8)",Affine
qbyivwfeiojnowhigjmy,dolvijsrvbwabjuvtwzl,None,ROT13
qkqgwijfgqyfsnbkbjwk,iviocytvmmgoxtrigbjl,slsig,Autokey
 bwdzulazrvqehxpejif, bfhnmdrngcyuwatuszo,rbihuoxwzsldpkvtygjqmcfaen,Substitution
yhwnzlmbeuaoayorqous,lujamyzorhnbnlbedbhf,None,ROT13
oqiwwff tvtlxlbaftlz,lgweotvvpryqkewtqqwa,xqois,Autokey
v nbwxcxmvuznswnimab,q eftfxoqscuewtvddey,vrexi,Vigenère
yeqfiuinhktvzwvmstpf,bvjurfrmspgeadenhgku,None,Atbash
joyzcvvpuwdzdcciszfl,xiebsnnfqkpbpssawbjr,"(23, 24)",Affine
xctqvrj efpbcjvjhyzi,htyxqzs ivlrtsqsfuop,drtkivafpsbjewglxzcynqmhuo,Substitution
ufzdfrziwuwcnvzlahbc,afhxfbheiaiglrhdynpg,"(17, 24)",Affine
jrsekbhgpcfzrzfxwmch,bsoczticnrxanxupxiaw,sbwyp,Vigenère
erozxbmedvfqmgszrlsr,rebmkozrqisdztfmeyfe,None,ROT13
juccuakryt vfurtmowp,nussumqlgr xbulrwcaf,"(3, 12)",Affine
vrjvtttfzvfqlesdtzpy,easecccoieozunbmciyh,9,Caesar
zwmgbsxhxqvbywphqsee,pmcwrinxnglromfxgiuu,16,Caesar
bssvce rjy vopcqgylv,yhhexv iqb elkxjtboe,None,Atbash
arshch apdjfajvmlaer,epihqh edjtvetnyfecp,"(19, 4)",Affine
pxl juoderouqkvgoeko,mhbgejloraiitomuiuuj,xkqtv,Autokey
srbbeacpnquexirtkusd,zyccmqixovlmtpyaslzd,qcidmfrbpksheonxvyzalwgtju,Substitution
tofmezhnfbf wxvrxlce,jeqbvwxzqmq opnypcuv,smuivqdxarhcbzetgyljknopfw,Substitution
cze vbtbbdpbgbxpxood,evgradsfoyquhcaeyupa,cwcef,Autokey
xpcmuicuawe iatqhmwv,ckxnfrxfzdv rzgjsnde,None,Atbash
xebcsak hkmcaxhludlf,phlfasn rnuudhktmgvi,sdkdi,Vigenère
mpwhztjcexafhj uyckg,hqevrokkspvgpx mtdsu,vbios,Vigenère
xortnmkulvps wm egzk,crfinxpwodtb ux skhp,emjlsgkqyapoxnrtvfbiwduczh,Substitution
wlozpoeutomcudyotv e,dolaklvfglnxfwblge v,None,Atbash
hkd bbpnmfedwbzkgdik,hpwikbndbdkdbmezg fk,4,Rail Fence
ovrswkx wlwtsbtkklgs,wzqtzyseohgqfxegddhl,iezbd,Autokey
zpcr rsiarefnpzgsmmi,ukxm mndvmzaikubnhhd,21,Caesar
dcuz fumvscntbpiaqff,onfk qfxgdnyematlbqq,11,Caesar
hi uecjxaokygefqoars,haoixoqa jkfrucyeseg,5,Rail Fence
zoslbphxvutuwaejcufe,fcosavvtctzishdpqqmd,gowhz,Vigenère
eyqephhbzh xgmogxyxr,vbjvkssyas ctnltcbci,None,Atbash
mnfyc ookzaqdyttonzd,wkmqfzbtibneristeqxw,kxhsd,Autokey
cbmzoeh ybp scsszvqg,xynalvs byk hxhhaejt,None,Atbash
ywf  ydn dourpioqpw ,yf d oriqww yndupop ,2,Rail Fence
rfpihxvwtamoozuoxefk,wcmgqoalbhjjksualsee,fxxyj,Autokey
goah uxpskbnmbzcfkmo,gxmmoupnbkoa sbzfhkc,4,Rail Fence
cgafqxbrbbmrdtvpkeco,mgsyhdwtwwltfvuckamo,swmfaygzjrknlbochtevpuqdix,Substitution
nhqg ftlmsqtswzmb js,ncqk mzbrlqzldhrg xl,agiyjmkcsxvbrnefqplzwoduth,Substitution
spapgjwkukfqdko llym,fxyqeweivisyblm ytwn,niyby,Vigenère
okhb urstclgnzwbzutr,xhcq suagtymofiqfsgu,rqtevjmcbnhyzoxwduagskiplf,Substitution
syrrsk tiaqmxks nroj,vvzneclkzsazqssdzoyb,dxiwm,Autokey
ar whyjxlmrybsczdvam,ajbaryxysvm hlrcdwmz,4,Rail Fence
qnvixosuarrdkkgvmmzl,jqgtkfnrdyywxxpgbbom,"(15, 3)",Affine
pnrh  w rcofllfciudr,jufvtcjeypbbychqnfow,uhoog,Autokey
xnyei jsqrifgufmoyte,jngoc zyebclislqkgvo,"(23, 0)",Affine
f ckciluuvfdztxymkka,v icibtssfvljxyukccw,wdilrvenboctkzapqghxsfmyuj,Substitution
jvcdteoejjzwoktkc eb,bikaesqsbbudqlelk st,htkasfjmgblrczqopvneyidwxu,Substitution
yruxpwauxenxodajz ce,yupaxnoazcrxwuexdj e,2,Rail Fence
hllay umgkitpzilednr,fnnjs ykcvordqontebx,juwetacfohvnkbpdixlrygzmsq,Substitution
evgeykyotqdlohuobwb ,yroycucabqdpajwanmn ,"(21, 18)",Affine
ekzk zccsbuzjcvwiqnt,aebe bqqslcbzqhmuitx,"(5, 6)",Affine
fyinmtshtdhertnqeozb,fmtreynthdetqobishnz,3,Rail Fence
l jcdhhcydszozn grpr,y wpquuplqfmbma tece,None,ROT13
rokbcpzjdghuzhw rnbj,onwpjmyvrnetlvd omnx,xzmoh,Vigenère
kvriwswcptwtxe ohqaf,nyulzvzfswzwah rktdi,3,Caesar
znrfwwejhvntusylziwt,maesjjrwuiaghflymvjg,None,ROT13
pptidocmpwwocxhjweym,ooshcnblovvnbwgivdxl,25,Caesar
zptcsjpz bdjxqjwkvgr,kiovtmik aqmudmzheby,"(21, 5)",Affine
smntbqyfmhlcxyakutsa,hnmgyjbunsoxcbzpfghz,None,Atbash
orcyvmqagtvtpukyyptv,wzkgduyiobdbxcsggxbd,8,Caesar
 xfr amwvncrqu rhqfp, kay dbvgqhyjr yejau,"(15, 3)",Affine
wuptnhxrprdukvdwmtxw,rsktlcvmppysfvbrkoxu,vyvay,Vigenère
j sbzlrvn jqwydmfywg,q hyaoiem qjdbwnubdt,None,Atbash
sx kdxklgmk muelzqtb,zejjcphyqphxxaqvmcnf,hhwzz,Autokey
mpaasnnbiltfmcawyyd ,wzkkcxxlsvdpwmkgiin ,10,Caesar
wwxiviizwks dxdhutky,ffqhuhhmfdn eqewjydb,"(11, 23)",Affine
cxqlhvlgzveoeu jmsw ,zojykuyniutptx evdr ,"(23, 5)",Affine
opczccps fxlaoztmoj ,bngimqeumhzasbeqxoxm,nyejk,Autokey
wonknrkbiyoswcee sfb,ujdldblyrpjxuwtt xay,gywhtanirflvsdjembxcokuqpz,Substitution
recrqllfmyzjjlgejjbs,ivxijoounbaqqotvqqyh,None,Atbash
uxsgcpmnkgdgwmbblzqk,yafshjjfqissjwhervcl,ednmf,Autokey
sobqmzmgcentcpfjmcik,fbodzmztpragpcswzpvx,None,ROT13
bhbkysbfawqfmyzovlhp,ouoxlfosnjdszlmbiyuc,None,ROT13
kjzhunqmrtcaiuvrfkae,kzuqrcivfajhnmtaurke,2,Rail Fence
slmsagtrqdzsuzbvetxy,qszqbyftvioqgokucfap,bkniclyhmejszxrwvtqfgudapo,Substitution
xexvbnloxzezhuk eotn,cvceymolcavasfp vlgm,None,Atbash
ltquxotgubzewsuitbic,cdxdozmwoynxcmvhxxaw,rkhjr,Autokey
theseiypybhvbfmvndbp,gurfrvlclouiosziaqoc,None,ROT13
hrl scs zeovoilaympt,hlsszoolypr c eviamt,2,Rail Fence
rtoaglnvwqgbzsibboo ,vmlurcgjwwrouoyhcngv,etxul,Autokey
wcnafcfrbjnybgdxmakh,jpanspseowalotqkznxu,None,ROT13
llsbxlwuyhceuy yock ,wwucawefjrptfj jopz ,mcpytbxrhnzwdvoskguifleajq,Substitution
hoqkfpcqrzrnrutnrnxk,cccixwqgbegphlseeerd,vomys,Autokey
fnmfmlkxyylqdsmttcbm,sazszyxkllydqfzggpoz,None,ROT13
frtmyhyenuduyrdscqeg,qgdyszscmwawsgauhtck,fohacqkzjleiymvbtgudwprnsx,Substitution
qhwlcvajmjgfxfnzskkb,beypigxlqprczjtkpmoh,lxceg,Vigenère
nk ngpsgrsdoqythlbzt,wt wpybpabmxzhcqukic,9,Caesar
egflgpzccdnbecntoygc,bvhqntfhnjcageqgpcip,xpcfh,Autokey
exexiuncdihkywktbqio,rkrkvhapqvuxljxgodvb,None,ROT13
sgzneogsjovyublwbgxr,lzsgxhzlchornuepuzqk,"(1, 19)",Affine
wpklzwpmifmhyysicedc,exsthexuqnupggaqkmlk,"(1, 8)",Affine
xfkpscbqocynufowswqb,xosfqcwwkbyoqpcnfbsu,5,Rail Fence
d jd duqntiefmwfwrcu,w qw wfjmgrvundudixf,None,Atbash
atbckkphqdccybwheahj,wpxyggldmzyyuxsdawdf,22,Caesar
gobuugaexdsyihppdmuf,esooleerruqcvbgnhzow,yenur,Vigenère
rnuxnxqatuzvtmnxir l,pxszxzrkosfgolxzdp c,kwvqiuhmdbjclxatrpnosgezyf,Substitution
tikybtzunverbcznbvkq,ltyiplkixjwcpmnfmjue,sloko,Vigenère
yglnpbhzrmvulrdxptpq,lxyoewsgutafyumqekez,"(21, 1)",Affine
lauydrziixzew rmblms,daoprczcgaqdevolfhzj,sauro,Autokey
hicen wwwtrxdyzuwkrc,hcnwwrdzwrie wtxyukc,2,Rail Fence
jkwz ggzowaclvxohyfb,johkzwoywgaxfzgcvb l,5,Rail Fence
yvgyyvycjcusmwjqmfhr,lwttrttihapqoflkerda,nbnvt,Autokey
u brwo korjfogymulth,ypvxxialfnxsyupvzzzf,ecugb,Autokey
gca jebfggqknecurgrq,ggrcfgugabqcr ekeqjn,5,Rail Fence
pu qzkywo iawvduhxrx,cbavczsjemsysjqchtma,nhnfd,Autokey
yrhmlgykcp l kjrpvwz,oyivleproatjxmyeaigi,qhbja,Autokey
ymjdvkcktksutsfzadbk,lfkuqrnrcrvjcviszugr,"(7, 25)",Affine
aocsodjhpg lbprucy g,caysajxblq tnlhoyg q,"(11, 2)",Affine
wbxykatfyntwbajkzooz,joklxngslagjonwxmbbm,None,ROT13
xbxkihfvuirnohfrernh,wcwjtyigltaupyianauy,"(21, 7)",Affine
kqrtubivbwxptgjiywun,xdeghoviojkcgtwvljha,None,ROT13
amaqhh mytunqoorhpev,iqspvp qqsivugnfptwu,ieszo,Vigenère
fzj cknl poxtmgcsvbh,dbn cwxf pgjzomcqrtv,"(9, 10)",Affine
ipshmbqx rlhmv ibtwg,mkjcbxor tycbe mxnpf,dxshuwfcmaiybzqkotjnleprvg,Substitution
blbhydsmvcnakfyqtfqr,kukqhmbvelwjtohzcoza,9,Caesar
bpgbngfudqdexsicqert,antrzfdhtccckiuborhf,zynqm,Vigenère
vsblrnlovtjkorfnkf g,byhrxtrubzpquxltql m,6,Caesar
aalcwtdcdcppl corjmk,ggjqmxvqvqddj qynzoe,"(5, 6)",Affine
sluc kpbgolhtvrnalv ,xmdn flqovmtejysumj ,uqnwihotbkfmzsvlayxedjpgrc,Substitution
ztvjsvenac gs huowhz,bdlpmlifsa qm huwchb,"(17, 18)",Affine
gynjwhkbssqlhxedqywx,tlawjuxoffdyukrqdljk,None,ROT13
tjiutbrrnscrztzgsxlc,ixuckqfdvjrflbqvgjtt,pomir,Vigenère
mblewkbmtizxgncmhwro,bpjwhepbdqxcugnbvhko,lpntwiuvqmejbgoaskrdyzhcfx,Substitution
bntjhkluoldfmegynlgy,gcamedurtuowlfnhcunh,"(17, 15)",Affine
sfblqqnxtcxlvhvphfon,fsoyddakgpkyiuicusba,None,ROT13
drmebrjijachnuuqfgrj,rhsulhjgjiodvqqexahj,"(3, 8)",Affine
ubnsmxgshbpsskhwgeyh,xeqvpajvkesvvnkzjhbk,"(1, 3)",Affine
mttqogwkkfdtx lqelpa,yppeocaiihrpv demdjg,"(21, 6)",Affine
tvqeocbkax kevkjptui,uwrfpdclby lfwlkquvj,1,Caesar
kk mkozezrsjdgsvdikb,cqrbkyjrlbgihfjnmlqt,sgepa,Autokey
pfjdnjycylnpwgngk mf,cswqawlplyacjtatx zs,None,ROT13
bmpwdhxgj uutxjxvtaw,whkrycsbe pposesqovr,21,Caesar
afeqzejdtplzbbqlccnk,atcfdplcejlqnqezbkzb,5,Rail Fence
nlrfboytslk ujyuewqt,dfvctesxpda onvmuquq,quexs,Vigenère
dgypvyxryubnkuabbbsd,qhfgofiafrwmvrzwwwxq,"(23, 25)",Affine
w wzqlsrbdmjxrwlozhh,z obsbvjdfcmptybrrjj,dsccq,Vigenère
bjdjkcfamfctpbdpmgaq,gaqzddodvpeypnirfvbt,frnqt,Autokey
achofjq xtomrfddwlxt,npubswd kgbzesqqjykg,None,ROT13
uqbqfjuan dmhzmmmlfn,fjyjuqfzm wnsannnoum,None,Atbash
gpcsfwadojihooh kmtx,lwlldcpfgoehrcqvrahe,fhjty,Autokey
uhbyqyfljeagoflhreli,ioyomsmmhuylzophxsqt,ohxqw,Autokey
dqhdiqjampmjrqbfpfee,lyplqyriuxurzyjnxnmm,8,Caesar
nk hcrqjzjzkunboeonj,gd avkjcscsdnguhxhgc,19,Caesar
yzggnq vdcceoskmswck,vunngd yqrrpfbjhbxrj,"(25, 19)",Affine
exyonlfqhzypqsemqjea,ehqxqzmjyfyeeolpsanq,5,Rail Fence
 webfnqxzwnzpbtsldnl, qatlvcbxqvxrtjyzpvz,"(11, 8)",Affine
wbhfvz opz rkadsiaha,jousim bcm exnqfvnun,None,ROT13
cfhlpvalarkhltrmpnab,rwigeofgfqnigcqzesfy,"(19, 5)",Affine
rbncgn umwbvazqvrmgq,eoapta hzjoinmdieztd,None,ROT13
zihvgdrpsoweb yhzzjw,ongbjczwnuzvqfmddawu,pfzgd,Autokey
nmrfzshkhziifupkvdfq,azesmfuxumvvshcxiqsd,None,ROT13
uevlimznjqyfkykresrs,yntlbgdiuykexhapjcpc,ejyat,Autokey
xjurwfarpnsk qogwvkk,msrwfqhwiudz pbxfyzz,"(7, 7)",Affine
bticisfmsykmbgzmkhiw,ygrxrhunhbpnytanpsrd,None,Atbash
gqafiezd nghpwwaewco,scmruqlp zstbiimqioa,12,Caesar
savdp imxchklnwfpzco,iohnj ukpwdctbyvjxws,"(17, 14)",Affine
ndutuyk alutunewuyou,fdwbwcu spwbwfymwcaw,"(21, 18)",Affine
creqsbokellexeoymooz,ddqhndfoudmshizjqlsn,bmmrv,Autokey
bzj cewjdiqxyfxntjwj,omw prjwqvdklskagwjw,None,ROT13
tsecp okefhgttnyrhgw,beuan qcurlobbtmhlos,"(23, 6)",Affine
cwikfgvsxnns exqnisz,ysqdbirahstnfbkdfvww,wwitw,Autokey
zbolos smbhsruditslw,bdqnqu uodjutwfkvuny,"(1, 2)",Affine
ntekqbjatfwkkactnkop,agrxdowngsjxxnpgaxbc,None,ROT13
uiegxnnfw  cyapecrux,frvtcmmud  xbzkvxifc,None,Atbash
tfafhrdnofz iuyuz fz,veqewobycep kizip ep,qsubjegwkmahxycrtolvidfnzp,Substitution
pfsafcxzdlhlfkfocvob,emzdmriwycacmvmxruxk,"(7, 3)",Affine
tymhlgv g aqomfoarde,tgay  ormvafdhgqmelo,5,Rail Fence
vrutepowlteuzt egwhu,eifgvkldogvfag vtdsf,None,Atbash
kspmtqsbamsnqdzwlkvd,hpmjqnpyxjpknawtihsa,23,Caesar
gbsjtdnucikfm wjcxcj,oeyzalqaspsis mqkaiz,idgqh,Vigenère
ondjpoezojcwsudrph w,bcmgablqbgntxvmyai t,"(25, 15)",Affine
ykfxumno rtczhhvuunw,pzkmdfil uabsqqgddij,"(3, 21)",Affine
 laci rhykiytrxlmwkd, ozxr isbprbgicondpw,None,Atbash
almvrdhdxf agczdcy n,zoneiwswcu ztxawxb m,None,Atbash
mbncdylstlieonhiixob,dimrahufoutjvmkttyvi,"(9, 25)",Affine
jvxzsjjdugaxqftquxzf,rhbzgrrfcsmbyudycbzu,mqofxusatrljniwpyegdchvbkz,Substitution
oerhlmymzmlfoiztzosm,kandhiuivihbkevpvkoi,22,Caesar
teigrvzjhp ayedkdhkw,gvrtieaqsk zbvwpwspd,None,Atbash
jnsznjpsctbxtihqunzy,wafmawcfpgokgvudhaml,None,ROT13
zjyc xvf iaacifzgkw ,skln eqi dzzndisprx ,"(7, 25)",Affine
 epqffulpsknmxbyqkit, abtffuvbkyswigltyqd,zgjmafhcqpyvwsxbtekduonilr,Substitution
xnunmovglxgklidpgykv,xvlknogkiyvumlgdgnxp,4,Rail Fence
tbuabvtomumkfu hdwxz,cwlnwucjrlrzgl yodme,"(9, 13)",Affine
tqrujhnjkzjifignktxv,tnfxqhjiitvrjkjgkuzn,4,Rail Fence
xznvydkbnu xmkevlinx,xnlzbuvink envdxkxym,5,Rail Fence
lull siwhsgklkleiig ,lgll kectkialalmeei ,"(11, 20)",Affine
hxfflgvviz wdabplsfu,hlidlxfgvzwapsufv bf,3,Rail Fence
pmvceegkmwrqbye orpv,rteqstsfoavwlkaeesnz,chjoo,Autokey
ftx yazjuphntrzwqdmo,sgk lnmwhcuagemjdqzb,None,ROT13
kfopjjifrspdrjiu nae,pulkqqruihkwiqrf mzv,None,Atbash
hzjhglft vaevooemwvn,fekfmhpj gulgrrlzagn,uiswlpmfvkohznrqcxyjbgatde,Substitution
myzmrjtgdobficpnevxd,zlmzewgtqbosvpcarikq,None,ROT13
hnvocsvvydgcvkosso q,mhyucziqmfyxqiryujxe,fudga,Autokey
n zqrlgfdfyywglzvirr,f rijdyxvxqqoydrnajj,18,Caesar
wjiemvjsxxyylosbvbqx,lyfhdsyneexxkpncscbe,"(19, 9)",Affine
yilvam eqtpgjwopjdid,gqtdiu mybxorewxrlql,8,Caesar
mmmusjalo cxuckaxult,kkkoapedy sjoswejodh,"(7, 4)",Affine
sbvymynxvltru midlcz,hyebnbmceogif nrwoxa,None,Atbash
cphasqgzej qfmfaiklu,jsczmxjudd xiheupngt,hdvzu,Vigenère
jursqjxz eaf hjgkgyw,ulkeyuqc zdj buagawr,dohizjabnugmfsxtykeplvrqwc,Substitution
 ekjbphjtltvkfgjmvwo, kbhttkgmwejpjlvfjvo,2,Rail Fence
mtgvflufypzwkjbjrxhx,ipcrbhqbulvsgfxfntdt,22,Caesar
mzyagioriwvgxkpqjviu,hjmaqdyfigqqlkzltjie,vkoak,Vigenère
rjqkwvacjcvkgextneek,iqjpdezxqxeptvcgmvvp,None,Atbash
ncrjawqh iblqninpyyz,vrylljsywixbxaqoaolh,iphcl,Autokey
tfcno wn zorrjcbcsig,kwtef ne qfiiatstjzx,17,Caesar
jbgunjwfkispvhqwzxjr,phmatpclqoyvbnwcfdpx,6,Caesar
pqxnphilcrxbbthx kca,qthozwyipgejmvyuolvh,bdkbk,Autokey
wbhqlmyylnohktwpgqye,wlgbynpqhyowyqmhtelk,5,Rail Fence
lnhxfdcvjowwqnyc pky,ikeucazsglttnkvz mhv,23,Caesar
mbkqba dbyvsuviuicgw,nypjyz wybehferfrxtd,None,Atbash
prsftdwnzuypoozgluoo,rcwansnfenblbnteaicn,clevu,Autokey
swrmglwehvziqlqbjtib,fjeztyjruimvdydowgvo,None,ROT13
stkmculsgdafoaeoi oz,fgxzphyftqnsbnrbv bm,None,ROT13
fjufmhcbduyggj fxesj,awivucpptcttuz nsrgz,vnoqi,Vigenère
zlrpgfmxkbpfbarjnrxx,aoiktuncpykuyziqmicc,None,Atbash
wlwfpgsbajfc alulzas,ywyvksbmdjve dwrwqdb,dmeixvscfjnwagukolbtrpyhzq,Substitution
dgnfllfw tajzfiznemq,zfuyghed mvfymbujdtj,wzhtv,Vigenère
dhnolmeatclhf odmi x,pqjuhsykachqf upsb x,kmcpyfgqbtzhsjuriwlaeovxnd,Substitution
vehkbuhojxnvnesqnuhd,mhonyplvtyhcbnpdihlv,rdhdx,Autokey
lzvjkdklkcygjguqmiey,oaeqpwpopxbtqtfjnrvb,None,Atbash
niqiswrmlzwcahisndsm,mrjrhdinoadxzsrhmwhn,None,Atbash
dylm e lccytmeutlpmh,hzttihlwopcgxgwrebqb,ebihv,Autokey
ysxyivsybholhfulh wd,bhcbrehbyslosufos dw,None,Atbash
gmhyzotuzjbqvymma wr,tdmxqpgzqycbsxddj lu,"(19, 9)",Affine
ctcmatlfkzvo qcbeldu,zezfdeugjsab xzovukp,"(11, 3)",Affine
 ek kxnbhzhcroxspezz, rx xkaoumupebkfcrmm,None,ROT13
oiqxknnuyrpawkxrigde,uowdqttaexvgcqdxomjk,6,Caesar
e jtdkdwqw zrrnyxnxw,r wgqxqjdj meealkakj,None,ROT13
opmykbkocdvxbbtxnvzy,bczlxoxbpqikoogkaiml,None,ROT13
jkidqxqot bmirwfyvnm,wxvqdkdbg ozvejsliaz,None,ROT13
jfmpps uboohdrcnxxkb,cgmzkbsgqdguxsqbeabd,tbakv,Autokey
fyhwednp  rahsswclqm,fhen rhscqywdp aswlm,2,Rail Fence
nnutm lgyspuhldzafxk,qqxwp ojbvsxkogcdian,3,Caesar
 ikuvzpbgpszghmlvab , yiykhfzkeapelbtlyf ,qyepi,Vigenère
fwrbv tkeaqksusvjdsj,udiye gpvzjphfheqwhq,None,Atbash
mdtlmhpfabjaihlkbdjw,qfgistsylnqpnhmtblqh,ecnxg,Autokey
ql bgxlidpmjqpw fgpg,rh ubihcejklrjt ybjb,mufegybnclwhkasjrdoqxptivz,Substitution
exswfetgapbyjykfebut,vchduvgtzkybqbpuvyfg,None,Atbash
yerphsmythkmnqrualek,axfelrtaolqtzdfnmbxq,mikjxyvlshqbtzwedfronupgac,Substitution
tidhzzuykf axvomncfu,gvqummhlxs nkibzapsh,None,ROT13
vwlpbypclfvcivcataah,vltwcfaalpvcapycvhbi,5,Rail Fence
osdrys cypefyvrrmibl,psjcus vuegwukccxmiq,aivjgwlrmytqxfpehcsnokbzud,Substitution
mnvbxckylbanvnksjxre,kpgoxamjybypgakqliee,yclna,Vigenère
owwdkqjkvqpxphsfsepr,bjjqxdwxidckcufsfrce,None,ROT13
hrfwiswblkjfbxzndhzl,uesjvfjoyxwsokmaqumy,None,ROT13
nneq xtgrecpnvmskien,eizudkgkhrzitmquzvzz,rvveq,Autokey
xfsjljipltpwawbsgxtx,vtsqognhueyephuhcxpy,yoahd,Autokey
fqqqcqqivgvmkqprjmyf,sdddpddvitizxdcewzls,None,ROT13
t tjbgoftkdwssslxwsw,k koabcvkgdfxxximfxf,qandtvburogipzclwexkysfmjh,Substitution
rbsqwampdfmsbj rqlcm,eofdjnzcqszfow edypz,None,ROT13
uzjcgtqjlubpbborjoxz,thaoasyaxoaxsniqrfjt,zirmu,Vigenère
